"Asset No","SAP Ref. No","Invoice No","Asset Name",Category,Type,Status,"Serial No",Make,Model,"Pur Value","Pur Date","Pur From","PO No","User Full Name",Department,Division,Factory,Site,N.Username,"Part Name","Mother Board",Processor,Speed,SSD,HDD,RAM,Network,"Mac Address","Total Cost",OS,"Last Rebuild",Bag,OEM,"OEM Serial",Remark
BD-00425,,n/a,SDLD238C,Computer,Desktop,Assigned,245MC040000382,Clone,"P8H61-MLX3 R2.0","14,500",2013-09-09,,,"Lal Chand",Oparetion,LWR,SWL,SDL,lchand,,Asus,"Intel Pentium R (2 cores)",2.7,,500,8192,,,,"WIN10 Pro",2021-03-06,,None,,
BD-00426,,,,Display,"CRT Monitor",Disposed,WE000626401531,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00427,,n/a,SDLD231C,Computer,Desktop,"Need to Dispose",99PBAW000296,Asus,P5G41H,"14,000",2010-02-03,,,"Mir Hossin pk",Production,LWR,SWL,SDL,mhossinpk,,Asus,"Intel Core 2Duo",2.93,,250,3072,,,,"WIN10 Pro",,,None,,
BD-00428,,n/a,,Display,Monitor,Disposed,907NLHV000505,LG,W1953T,"8,600",2010-03-02,,,"Shahajahan Ali",Oparetion,LWR,SIL,SDL,shali,,,,,,,,,,,,,,,,
BD-00429,11004000187,na,,UPS,UPS,Assigned,E110328300,"Power Guard",PG-2000AOF,"4,800",2010-03-02,,,"Maksudur Rahman",Operations,LWR,SIL,SDL,marahman,,,,,,,,,,,,,,,,
BD-00430,,n/a,SDLD461B,Computer,Desktop,Assigned,H2M0AB130833,Clone,H61M-K,"14,500",2013-09-09,"Mainboard Purchese from Global Brand",SIL00014,"Jamal Uddin",Cutting,LWR,SIL,SDL,Jauddin,,Asus,"Intel Pentium R (2 cores)",2.6,,500,8192,,,,"WIN10 Pro",2020-03-22,,"WIN XP Pro","Stiker Damaged",
BD-00431,,,,Display,"CRT Monitor",Disposed,LB15HHAY431712K,Samsung,SynceMaster591S,"5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00432,,,SDLP013,Printer,Printer,Assigned,VNC3H07415,HP,"Laser Jet 2055DN","44,000",2011-01-01,,,"Common Production",Production,LWR,,SDL,"Common Production",,,,,,,,,,,,,,,,SDLP013
BD-00433,,,"Ex. SDLD220",Computer,Desktop,Disposed,"AZSR5308741 AA C45439-303",Intel,"D845 PERL","14,000",2002-01-01,,,,MIS,LWR,,SDL,,,Intel,,,,,,,,,,,,,,
BD-00434,,1,,Display,Monitor,Assigned,96LMIZ048546,Asus,"VH192 19","8,600",2010-02-03,,,"Rubel Hossain",Sample,LWR,SWL,SDL,ruhossain,,,,,,,,,,,,,,,,
BD-00435,,N/A,,UPS,UPS,"Need to Dispose",5880730000857,Prolink,PC600,"2,800",2009-01-01,,,"Hossain Ahammad2",Production,LWR,SIL,SDL,hoahammad,,,,,,,,,,,,,,,,
BD-00436,,,,UPS,UPS,Disposed,B03K160024300A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00437,,,SDLD221B,Computer,Desktop,Disposed,"BTGC61900VGZ AA D42789-201",Clone,D102GGC,"14,000",2003-01-01,,,,MIS,LWR,,SDL,,,Intel,"Intel Pentium D",2.66,,500,2048,,,,"WIN7 Pro",,,None,,
BD-00438,,,,Display,"CRT Monitor",Disposed,AR17HHAP7304189F,Samsung,"SynceMaster 774MG","5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00439,,,,UPS,UPS,Disposed,26114,Micro,UVS-500,"2,800",2011-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00440,,,,UPS,UPS,Disposed,B03K16024301A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00441,,,"Ex. SDLD229",Computer,Desktop,Disposed,SWCSDDLM0001,Clone,N/A,"14,000",2004-01-01,,,,MIS,LWR,,SDL,,,,"Intel Pentium 4",1.8,,40,1024,,,,"XP Pro",,,None,,
BD-00442,,,,Display,"CRT Monitor",Disposed,DT15HMEN709292D,Samsung,"SynceMaster 550s","5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00443,,,,Printer,Printer,Disposed,FSWY021693,Epson,LQ-590,"28,000",2005-06-27,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00444,,na,SDLD449A,Computer,Desktop,Assigned,165240020319,Clone,GA-H61M-DS2,"14,500",2017-03-12,"Star Tech/ INV-STETB-2017-015211/ 1 Year warnty",,"Matiur Rahman",Store,LWR,SIL,SDL,matrahman,,Gygabyte,"Intel Pentium R (2 cores)",2.6,,500,4096,,,,"WIN10 Pro",2020-06-22,,None,,
BD-00445,,,,Display,"CRT Monitor",Disposed,AN15HHAX121493T,Samsung,"SynceMaster 551S","5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00446,,,,UPS,UPS,Disposed,123123144,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00447,,,,Printer,Printer,Disposed,PE97208125,Epson,LQ-2180,"65,000",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00448,,,"Ex. SDLD237A",Computer,Desktop,Disposed,"0B9G094-20513-MB0820-A06 0601",Clone,P8H61-MLX,"14,000",2013-01-01,,,,MIS,LWR,,SDL,,,Asus,,,,,,,,,,,,,,
BD-00449,,,,UPS,UPS,Disposed,B03K160024234A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00450,,,,Display,"CRT Monitor",Disposed,WE000618408500,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00451,,n/a,SDLD138E,Computer,Desktop,"Need to Dispose",SN171660080170,Clone,H110M-S2PH,"38,057",2017-10-11,"Startech/ INV-STETB-2017-065341/ 3 yers warenty",1209,"Robiul Dewan",Cutting,LWR,SIL,SDL,,,Gigabyte,"Intelï¿½ Core ï¿½  i3 -7100",3.90,,500,"8196 ",,,,"WIN10 Pro",2020-02-09,,"Win 10 Pro",GYKH4-3N633-PVJVV-6BT7V-T3BP4,
BD-00452,,,,Display,"CRT Monitor",Disposed,WE000535403922,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00453,,,,UPS,UPS,Disposed,1031080002,Micro,UVS-1000VA,"4,800",2012-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00454,,1,SDLD339E,Computer,Desktop,"Need to Dispose","BTGC70600HWP AA D42789-204",Intel,H81M,"12,000",2012-02-05,,,"Zohirul Islam2",HR,LWR,SDL,SDL,zoislam,,GIgabyte,"Core i3-4150",3.5,,500,4096,,,,"WIN10 Pro",,,None,,
BD-00455,,,,Display,"CRT Monitor",Disposed,WE000515010730,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00456,,,"Ex. SDLD246",Computer,Desktop,Disposed,903806937,Clone,G31M,"14,000",2008-01-01,,,,MIS,LWR,,SDL,,,Gigabyte,,,,,,,,,,,,,,
BD-00457,,,,Display,"CRT Monitor",Disposed,DT15HMEN709556J,Samsung,"SynceMaster 550s","5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00458,,,,UPS,UPS,Disposed,B03500242A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00459,,,,Printer,Printer,Disposed,LQHA144034,Canon,"Laser LBP-3300","85,000",2008-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00460,,1,,Computer,Desktop,Disposed,144760064396,Clone,GA-H81M-S2PV,"14,500",2010-06-03,,,"Masum Billah",HR,LWR,SDL,SDL,mbillah,,Gigabyte,"Intel Pentium R (2 cores)-G3220",3,,500,4096,,,,"WIN10 Pro",,,None,,
BD-00461,,,,Display,Monitor,Assigned,NE5UHMDB501540Z,Samsung,"B1930N  19""","8,500",2010-03-02,,,"Saiful Islam3",IE,LWR,,SDL,saifislam,,,,,,,,,,,,,,,,
BD-00462,,,,Scanner,Scanner,Disposed,CN56NA608D,HP,SCANJET-2400,"4,800",2010-02-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00463,,,,UPS,UPS,Assigned,27357,"Micro ",UVS-1000VA,"4,800",2011-01-01,,,"Ashraful Islam","Marketing & Merchandising",LWR,,SDL,asislam,,,,,,,,,,,,,,,,
BD-00464,,,,Computer,Desktop,Disposed,"LAAV53802601 AA C64138-403",Intel,D915GAV,"14,000",2004-01-01,,,,MIS,LWR,,SDL,,,Intel,,,,,,,,,,,,,,
BD-00465,,1,,Display,Monitor,"Need to Dispose",CNC716PPHR,HP,L1706,"5,500",2011-02-02,,,"Amzadul Islam",Finance,LWR,SDL,SDL,amzislam,,,,,,,,,,,,,,,,
BD-00466,,,,UPS,UPS,Disposed,B03K160024105A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00467,,n/a,SDLD456,Computer,Desktop,Assigned,SN165240020314,Clone,GA-H61M-DS2,"18,000",2013-09-09,,,"Abu Nayem",Finishing,LWR,SIL,SDL,anayem,,GIgabyte,"Intel Core i3",3.1,256,,4096,,,,"WIN10 Pro",2024-08-22,,None,,
BD-00468,,n/a,,Display,Monitor,"Need to Dispose",NE5UHMBB700583E,Samsung,"SynceMaster B1930","8,500",2010-03-02,,,"Saleha Khatun",Cutting,LWR,SIL,SDL,skhatun,,,,,,,,,,,,,,,,"Need to service"
BD-00469,,,Ex.SDLD256A,Computer,Desktop,Disposed,0013D3EF581B5,Clone,915GVM6F,"14,000",2003-01-01,,,,MIS,LWR,,SDL,,,MSI,"Intel Pentium 4",3,,500,1024,,,,"XP Pro",,,None,,
BD-00470,,,,Display,"CRT Monitor",Disposed,DT15HMEN709476F,Samsung,SynceMaster550S,"5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00471,,,,UPS,UPS,Disposed,B03K160024366A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00472,,,,Computer,Desktop,Disposed,,Clone,ZX-865GVLM,"14,000",2004-01-01,,,,MIS,LWR,,SDL,,,Chaina,,,,,,,,,,,,,,
BD-00473,,,,Display,"CRT Monitor",Disposed,WE000631400555,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00474,,n/a,SDLD255F,Computer,Desktop,Assigned,GEH022300YJA,Clone,DH61HO,"14,500",2013-07-08,,,"Mohidul Hasan",Store,LWR,SWL,SDL,mohasan,,Intel,"Intel Pentium R (2 cores)",2.6,,500,8192,,,,"WIN10 Pro",2021-03-23,,None,,
BD-00475,,,,Display,"CRT Monitor",Disposed,AU1A0836000435,Philips,107S9,"5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00476,,,SDLD358,Computer,Desktop,Disposed,6125793709,MSI,945G,"14,000",2004-01-01,,,,MIS,LWR,,SDL,,,MSI,"Intel Pentium D",2.8,,160,1024,,,,"WIN7 Pro",,,None,,
BD-00477,,,,Display,"CRT Monitor",Disposed,AU1A0836000424,Philips,107S9,"5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00478,,,,UPS,UPS,Disposed,B03K1600024088A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00479,,n/a,SDLD187F,Computer,Desktop,Assigned,SN150760089781,Clone,GA-H81M-S2PV,"14,000",2015-01-01,,,"Shamim Hossain",Operation,LWR,SIL,SDL,shamhossain,,Gigabyte,"Intel Pentium R (2 cores)",3.2,,500,8192,,,,"WIN10 Pro",2020-07-07,,None,,
BD-00480,,,,Display,Monitor,Assigned,CNN73635YN,HP,7650,"4,800",2011-02-02,,,"Akter Hossain2",Production,LWR,,SDL,akthossain,,,,,,,,,,,,,,,,
BD-00481,,,,UPS,UPS,Disposed,B03K160024299A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00482,,,,Network,Switch,Disposed,,D-Link,DES-1026G,"4,000",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00483,,n/a,SDLD252C,Computer,Desktop,"Need to Dispose",99PBAW000277,Clone,P5G41T-MLX3,"14,500",2010-06-03,,,"Sarwar Jahan",Sample,LWR,SWL,SDL,sjahan,,Asus,"Intel Core 2Duo",2.93,,250,4096,,,,"WIN10 Pro",,,None,,
BD-00484,,,,Display,Monitor,Disposed,96LMIZU48571,Asus,"VH192 19""","8,600",2010-02-03,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00485,,,,UPS,UPS,Assigned,B04K200082905A6,"Rahim Afrooz",600VA,"2,800",2011-03-04,,,"Mahmudul Hasan2","Marketing & Merchandising",LWR,,SDL,mahamhasan,,,,,,,,,,,,,,,,
BD-00486,,,,Printer,Printer,Disposed,E67789C1F232066,Brother,"Inkjet MFC DCP-J125","28,000",2008-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00487,11004000159,,SDLD251C,Computer,Desktop,Disposed,99PBAW000233,Asus,V6-P5G41H,"14,000",2010-02-03,,,,MIS,LWR,,SDL,,,Asus,"Intel Core 2Duo",2.93,,500,2048,,,,"WIN7 Pro",,,None,,
BD-00488,,,,Display,"CRT Monitor",Disposed,WE000620401423,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00489,,n/a,,UPS,UPS,Disposed,B03K160024104A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,Oparetion,LWR,SIL,SDL,,,,,,,,,,,,,,,,,
BD-00490,,,,Computer,Desktop,Disposed,"50B509 U1577",Clone,915G,"14,000",2004-01-01,,,,MIS,LWR,,SDL,,,Gigabyte,,,,,,,,,,,,,,
BD-00491,,,,Display,"CRT Monitor",Disposed,WE000535404333,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00492,,,SDLL059A,Computer,Laptop,Disposed,CNF03934QD,HP,"Probook 4420s","34,000",2010-02-04,,,,MIS,LWR,,SDL,,,,"Intel Core i3",2.4,,320,4096,,,,"WIN7 Pro",,,None,,
BD-00493,,n/a,SDLL066E,Computer,Laptop,"Need to Dispose",CNU1152PM8,HP,"Probook 4530s","51,000",2014-11-09,,,,"Marketing & Merchandising",LWR,SIL,"Shanta Denim Limited",,,,"Intel Core i3",2.1,480,,8192,,,,"WIN10 Pro",2020-12-28,B-124,"Win 7 pro",GPJQY-GHM3H-FJ736-G2MG7-9MXHK,
BD-00494,,n/a,SDLL064D,Computer,Laptop,"Need to Dispose",G43TK21,Dell,"Inspiron 1464","50,000",2010-02-04,,,"Alemul Islam",Oparetion,LWR,SIL,SDL,alislam,,,"Intel Core i3",2.13,,500,8192,,,,"WIN10 Pro",2020-07-16,Yes,None,,
BD-00495,,,,Printer,Printer,Disposed,VNC4P64497,HP,"Laser Jet  P1102","8,500",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00496,21004000102,,,Display,Monitor,Disposed,ZTRRHMCC600795P,Samsung,S19A100N,"8,500",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00497,11004000049,n/a,SDLL191A,Computer,Laptop,Disposed,CNU2012WXN,HP,"EliteBook 2560p","61,000",2011-01-01,,,"Saifuddin Ahamed",Quality,SWR,SDL,SDL,sahamed,,,"Intel Core i5",2.6,,320,4096,,,,"WIN10 Pro",,Yes,"Win 7 pro",KJR43-H2K84-3F9RQ-KRR9K-DGPD2,"Send from UK via NPS 21/7/2016"
BD-00498,,n/a,SDLL043D,Computer,Laptop,"Need to Dispose",CNU1152NYW,HP,"Probook 4530s","51,000",2014-11-09,,,"Masud Sikder","Marketing & Merchandising",LWR,SIL,SDL,msikder,,,"Intel Core i3",2.1,500,,8192,,,,"WIN10 Pro",,Yes,"Win 7 pro",YJCCX-W3HCB-V2X4H-KQHF8-2G6TG,
BD-00499,,,"Ex. SDLL068",Computer,Laptop,Disposed,CNU2041L1X,HP,"Probook 4430s","51,000",2014-11-09,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,"Windows 7 Pro OEM",,"stolen and GD done at Ramna Thana, GD no. 1278 ( date-19/11/2013)"
BD-00500,,,"Ex. SDLL070",Computer,Laptop,Disposed,CNU21310MP,HP,"Probook 4530s","51,000",2014-11-09,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,"Windows 7 Pro OEM",,
BD-00501,,,SDLD023C,Computer,Desktop,Disposed,BTGC61900AAD42789,Clone,101GGC,"14,000",2005-01-01,,,,MIS,LWR,,SDL,,,Intel,"Intel Pentium D",2.66,,80,1024,,,,"WIN7 Pro",,,"PC XP Pro",,
BD-00502,,,,Display,Monitor,Disposed,ETC6617001SL0,Benq,"Q7T4  17""","6,400",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00503,,1,SDLD132A,Computer,Desktop,"Need to Dispose",BTPR82000MH3AAD97573,Clone,DG-31PR,"15,000",2009-02-02,,,"Maksudur Rahman ","Store ",LWR,SIL,SDL,marahman,,Intel,"Intelï¿½ Core ï¿½ 2 Duo-E7200",2.53,,160,4096,,,,"WIN10 Pro",,,None,,"Need to take Processor Number"
BD-00504,,,,Display,"CRT Monitor",Disposed,CNC7130D69,HP,"HPMX705  17""","5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00505,,,,Computer,Desktop,Disposed,BTPR82000M1MAA97573,Clone,DG-31PR,"14,000",2008-01-01,,,,MIS,LWR,,SDL,,,Intel,"Intel Core 2Duo",2.53,,160,1024,,,,"WIN7 Pro",,,None,,
BD-00506,,,,Display,Monitor,Disposed,BZ00051141179,Philips,"150B 15""","4,800",2009-02-04,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00507,11004000187,n/a,,UPS,UPS,Assigned,E091222189,"Power Guard",PG-2000AOF,"4,800",2010-07-05,,,"Enamul Haque",Operations,LWR,SIL,SDL,moislam,,,,,,,,,,,,,,,,
BD-00508,,n/a,SDLD130C,Computer,Desktop,Assigned,M2M0KC0126843F6,Clone,"Asus  Prime H410M CS SI","15,000",2009-02-02,"Global Brand",SIL0000163,"Amirul Islam","Human Resource",LWR,SDL,SDL,amislam,,Asus,"Intel Core i3 10100",3.60,256,,8192,,,,"WIN 10 Pro",2021-05-25,,"Win 10 Pro",JGHXR-NGDWJ-JJTRV-RQDGY-WHV24,
BD-00509,,,,Display,"CRT Monitor",Disposed,AU1A0834002678,Philips,107S96,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00510,,n/a,SDLD131B,Computer,Desktop,"Need to Dispose",BTPR82000ATMAAD97573,Clone,DG-31PR,"15,000",2009-02-02,,,"Mizanoor Rahman","Store ",LWR,SIL,SDL,mizrahman,,Intel,"Intelï¿½ Core ï¿½ 2 Duo-E7200",2.53,,1024,4096,,,,"WIN10 Pro",,,None,,
BD-00511,,,,Display,"CRT Monitor",Disposed,AU1A0834002704,Philips,107S96,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00512,,na,SDLD192G,Computer,Desktop,Assigned,087G0131356MIBGFOA010208,Clone,H61,"18,000",2013-04-05,,,"Mirza Salekul","Industrial Engineering",LWR,SIL,SDL,msalekul,,Asus,"Intelï¿½ Coreï¿½ i3-2100",3.1,"250 GB",,8192,,,,"WIN10 Pro",2021-02-01,,None,,
BD-00513,,,,Display,Monitor,Disposed,ETC6617046SLOT,Benq,"Q7T4  17""","5,500",2010-05-03,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00514,,,,Computer,Laptop,Disposed,CNF0392282,HP,"Probook 4420s","34,000",2010-06-07,,,"Wahid Seraj",PCC,LWR,,SDL,wseraj,,,"Intel Core i3",2.40,,500,"4096 ",,,,"WIN10 Pro",,Yes,None,,
BD-00515,11004000169,n/a,SDLL075G,Computer,Laptop,Disposed,CNU22115XX,HP,"Probook 4430s","61,000",2013-01-01,,,,"Qaulity Assurance",MWR,SIL,"Shanta Denim Limited",,,,"Intel Core i5 -2450M",2.5,500,,8192,,,,"WIN10 Pro",2019-11-20,B-246,"WIN 7 Pro",TGGD6-WYT66-4HMDK-VFYMX-YTD94,
BD-00516,,,SDLD200D,Computer,Desktop,Disposed,BTGC61900R1ZAAD42789,Clone,101GGC,"24,000",2003-01-01,,,,MIS,LWR,,SDL,,,Intel,"Intel Pentium D",2.66,,500,2048,,,,"WIN7 Pro",,,"WIN XP Pro",FYRH8-YHG6V-D3G4H-PR2FH-JPMQW,"Dongol serial no: 18344, VER: 8.5"
BD-00517,,,,Display,Monitor,Disposed,ETC6616997SLOT,Benq,"Q7T4  17""","5,500",2010-05-03,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00518,,,"Ex. SDLD217A",Computer,Desktop,Disposed,BTGC632009PVAA42789,Clone,101GGC,"14,000",2005-01-01,,,,MIS,LWR,,SDL,,,Intel,,,,,,,,,,,,,,
BD-00519,,,,Display,Monitor,Assigned,BZ000608160613,Philips,150S6,"6,400",2009-01-01,,,"Mohammad Sohidullah",Sample,LWR,,SDL,msohidullah,,,,,,,,,,,,,,,,
BD-00520,,n/a,SDLD226D,Computer,Desktop,Assigned,K4M0KC2506519SN,Clone,EX-B365M-V,"38,910",2019-06-19,,,"Enamul Haque",Planning,LWR,SIL,SDL,enhaque,,,"Intel Core i3 -8100",3..6,,1024,8196,,,,"WIN10 Pro",,,"WIN10 Pro",2VXB9-TKNVM-96YFP-2THPY-B4G6T,
BD-00521,,,,Display,"CRT Monitor",Disposed,AQ15HMERB33966M,"Samsung ","5518S 15""","5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00522,,n/a,SDLD224E,Computer,Desktop,Assigned,F46004EC8984,Clone,P8H61-MLX,"14,500",2013-09-09,,,"Abul Kashem",Sample,LWR,SIL,SDL,akashem,,Asus,"Intel Pentium R (2 cores)-G645",2.9,,500,4096,,,,"WIN10 Pro",2021-09-19,,"WIN XP Pro",Q4DDJ-VVY78-J2VHC-2PCHK-6BQ48,
BD-00523,,,,Display,"CRT Monitor",Disposed,AR15H9LQ302712F,"Samsung ",591S,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00524,,,,UPS,UPS,Disposed,27494,Micro,UVS-1000,"4,800",2010-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00525,,1,SDLD413A,Computer,Desktop,Assigned,SN150760089747,Clone,GA-H81M-S2PV,"14,500",2015-05-15,,,"Alomgir Hossain",Lasercut,LWR,SDL,SDL,alohossain,,Gigabyte,"Intel Pentium R (2 cores)",3.2,,500,4096,,,,"WIN10 Pro",2019-09-11,,None,,"Purchase date May2015 Smart Technology"
BD-00526,,,,Display,"CRT Monitor",Disposed,WE00053540437,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00527,,n/a,SDLD137D,Computer,Desktop,Assigned,SN164860033676,Clone,GA-H110M-DS2V,"23,100",2016-11-07,"Smart Jamuna/27390/3 yars wrnty",1065,"Masudur Rahman",Cutting,LWR,SIL,SDL,masrahman,,Gigabyte,"Core i3-6100",3.7,500,,8196,,,,"WIN10 Pro",2021-01-24,,None,,"Smart Jamuna/27390/3 yars wrnty"
BD-00528,,,,Display,Monitor,Disposed,ETC16616994SLOT,Benq,"Q7T4  17""","5,500",2013-09-09,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00529,,1,SDLD206C,Computer,Desktop,Assigned,SN172160065790,Clone,"GA-H110M- S2PH","45,264",2017-11-02,"Startech/INV-STETB-2017-071216/3 yrs wrnty",1222,"Abul Khayer",Sample,LWR,SIL,SDL,akhayer,,Gigabyte,"Intel Core i5 -7400",3,256,,8192,,,,"WIN10 Pro",2025-07-27,,"Win 10 Pro",9Y6WY-PNPJ8-6RD7C-YTCQ7-4C2KF,"StartechINVSTETB20170712163 yrs wrnty"
BD-00530,,,,Display,Monitor,Disposed,BZ000511411008,Philips,"150B6 16""","6,400",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00531,11004000187,,,UPS,UPS,Disposed,E110323222,"Power Guard",PG1200AOF,"4,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00532,11004000187,,,UPS,UPS,Assigned,E110323482,"Power Guard",PG1200AOF,"4,800",2010-07-05,,,"SWL CCTV",Oparetion,LWR,,SDL,dvrswl,,,,,,,,,,,,,,,,
BD-00533,,,,UPS,UPS,Disposed,27487,"Micro ",UVS-1000VA,"4,800",2012-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00534,,,,Printer,Printer,Disposed,SGFBL51926,HP,"Laserjet 1010","85,000",2008-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00535,,,,Printer,Printer,Disposed,TH83C33282,HP,"Deskjet D1460","3,000",2010-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00536,,,"Ex. SDLD077",Computer,Desktop,Disposed,BTGC61900R4C,Clone,101GGC,"14,000",2005-01-01,,,,MIS,LWR,,SDL,,,Intel,,,,,,,,,,,,,,
BD-00537,,,,Display,Monitor,Disposed,ETC6617011SLOT,Benq,"Q7T4  17""","5,500",2013-09-09,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00538,,,,UPS,UPS,Assigned,B03K160024261A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,BEPZA,Commercial,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00539,,1,SDLD276F,Computer,Desktop,Assigned,SN150760089748,Clone,GA-H81M-S2PV,"14,500",2015-05-01,,N/A,"Sujan Chandra ",Cutting,LWR,SDL,SDL,"suchandra ",,Gigabyte,"Intel Pentium R (2 cores",3.1,,500,4096,,,,"WIN11 Pro",,,"WIN XP Pro",V2H9H-MJG9Q-CK9K4-YMJDY-7KJ2B,"Purchase date May2015 Smart TechnologyCNK4321MLR  MONITOR ASSIGNED 16102025 BD04416"
BD-00540,,,,Display,"CRT Monitor",Disposed,CNC83607LR,HP,"7540 17""","5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00541,,,,UPS,UPS,Disposed,MA591750267,Ablerex,100L,"2,800",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00542,,,,Scanner,Scanner,Disposed,AAA049636,Canon,"Canoscan D646uex","4,800",2010-02-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00543,,,,Printer,Printer,Disposed,CN57B162WF,HP,"Deskjet D3920","3,000",2010-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
